file_path,role,keep_use_archive_delete,reason,notes
data/raw/boamp_full/2017_p24.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2015_p10.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2021_p10.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2021_p34.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p42.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p25.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p36.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2018_p21.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2017_p19.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2016_p31.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2015_p11.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2022_p32.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p32.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p22.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2019_p25.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2016_p22.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2017_p3.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2019_p14.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p34.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2021_p23.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2015_p2.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2022_p28.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2021_p37.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2020_p10.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2015_p26.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p7.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p37.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2016_p8.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p36.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2017_p4.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2019_p31.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2020_p26.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2018_p23.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2017_p14.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2017_p34.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2016_p18.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2016_p12.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p12.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2021_p32.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2020_p17.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2020_p15.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2017_p5.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2019_p8.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2019_p22.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2022_p31.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p5.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2015_p9.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p22.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2015_p7.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2020_p32.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p37.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2019_p1.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2017_p16.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2020_p16.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2016_p11.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2021_p19.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2017_p6.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2016_p28.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2018_p7.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p8.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2019_p33.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p21.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2017_p13.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p6.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p31.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2018_p15.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p32.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p20.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2020_p24.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p28.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2022_p9.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p24.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p34.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2020_p28.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2020_p20.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2017_p33.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2018_p9.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2016_p32.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p13.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2020_p21.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2019_p13.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2021_p14.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2022_p12.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2017_p22.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2016_p2.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p23.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2020_p9.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2021_p20.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2022_p7.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2020_p12.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2021_p6.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p13.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p11.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2016_p30.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2015_p8.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2021_p29.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2022_p11.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p35.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2021_p28.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2022_p15.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2022_p25.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p14.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p8.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p14.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2019_p21.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2019_p29.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2019_p15.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2018_p33.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2018_p26.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p20.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2017_p1.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2018_p10.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p11.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2019_p12.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2017_p25.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2015_p20.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2018_p24.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p17.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2018_p5.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2020_p19.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2017_p10.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2015_p6.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2016_p16.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2021_p5.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2016_p13.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p33.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2019_p37.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p26.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2019_p7.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2020_p29.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2017_p18.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2019_p6.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2019_p23.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2019_p34.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2017_p8.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2019_p10.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2019_p17.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2020_p7.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p3.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p18.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p10.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2022_p17.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2022_p30.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2016_p6.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2018_p8.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2017_p32.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2017_p12.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2021_p24.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p26.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p5.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2022_p21.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2022_p29.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2021_p7.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2020_p8.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2022_p8.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2022_p3.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p1.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p10.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2017_p21.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2021_p18.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p19.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2018_p11.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2022_p18.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2021_p13.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2015_p15.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p4.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p33.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2017_p26.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2022_p5.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p35.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2020_p4.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p9.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2021_p11.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2019_p4.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2020_p22.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2017_p28.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p40.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2021_p22.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2020_p11.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2016_p1.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p24.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2020_p30.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p9.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2022_p24.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2020_p18.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2021_p35.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2015_p17.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2021_p31.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2022_p20.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2016_p14.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2019_p5.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2019_p19.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2016_p23.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2015_p23.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2022_p36.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2021_p17.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p12.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2021_p8.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2017_p20.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2022_p6.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2016_p26.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2022_p27.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2016_p5.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2022_p26.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2015_p24.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2018_p31.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2016_p10.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p29.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2022_p1.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2019_p36.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p19.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p17.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2018_p34.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2019_p20.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2016_p3.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2018_p2.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2018_p14.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2016_p7.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2019_p18.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2018_p20.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p2.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p4.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2016_p29.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2015_p12.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2024_p2.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p15.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p31.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2016_p27.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2023_p25.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2022_p34.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2018_p18.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_full/2020_p27.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
