notice_id,scenario,role,buyer_id,buyer_name,buyer_key,object,cpv,category,need_id,start_date,declared_duration_months,duration_missing_flag,estimated_end_date,true_event,true_source_id,candidate_type,noise_types_applied,large_buyer_flag
SYN_MEDIUM_SRC_00191,medium,source,B0285,SDIS 44 285,NAME:sdis 44 285,assistance à maîtrise d'ouvrage numérique avec prestations associées,79411000,AMOA numérique,AMOA numérique,2020-10-30,36.0,0,2023-10-30,0,SYN_MEDIUM_SRC_00191,source,none,False
SYN_MEDIUM_SRC_00192,medium,source,B0138,Ville de Nantes 138,NAME:nantes 138,développement d'une application web documentaire pour plusieurs sites,72600000,IT Services & Consulting,développement application web,2017-01-07,60.0,0,2022-01-07,1,SYN_MEDIUM_SRC_00192,source,none,False
SYN_MEDIUM_TRUE_00192,medium,candidate,B0138,Ville de Nantes 138,NAME:nantes 138,développement d'une application web documentaire pour les besoins des services,72600000,IT Services & Consulting,développement application web,2021-11-04,,1,,0,SYN_MEDIUM_SRC_00192,true_recurrence,none,False
SYN_MEDIUM_SRC_00193,medium,source,B0005,Université d'Angers,NAME:d angers,maintenance du logiciel métier finances,48311100,Software & Applications,maintenance logiciel métier,2020-05-11,24.0,0,2022-05-11,0,SYN_MEDIUM_SRC_00193,source,none,True
SYN_MEDIUM_FALSE_00193_00,medium,candidate,B0005,Université d'Angers,NAME:d angers,"fourniture de services de messagerie et travail partagé incluant support, formation et maintenance",48000000,Software & Applications,poste de travail,2021-08-08,,1,,0,SYN_MEDIUM_SRC_00193,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need|same_broad_category_wrong_need,True
SYN_MEDIUM_FALSE_00193_01,medium,candidate,B0005,Université d'Angers,NAME:d angers,maintenance informatique,72810000,Cybersecurity,audit sécurité SI,2022-03-22,,1,,0,SYN_MEDIUM_SRC_00193,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need,True
SYN_MEDIUM_FALSE_00193_02,medium,candidate,B0005,Université d'Angers,NAME:d angers,solution collaborative et environnement de travail numérique avec prestations associées,72212218,Digital Workplace & Collaboration,poste de travail,2024-09-11,,1,,0,SYN_MEDIUM_SRC_00193,false_candidate_same_buyer,false_candidate,True
SYN_MEDIUM_SRC_00194,medium,source,B0008,Département de la Vendée,NAME:vendee,"prestations data, BI et cartographie décisionnelle pour plusieurs sites",72310000,Data / BI / Cartography,data BI cartographie,2021-05-09,48.0,0,2025-05-09,1,SYN_MEDIUM_SRC_00194,source,none,False
SYN_MEDIUM_TRUE_00194,medium,candidate,B0008,Département de la Vendée,NAME:vendee,"prestations data, BI et cartographie décisionnelle",72310000,Data / BI / Cartography,data BI cartographie,2025-05-24,,1,,0,SYN_MEDIUM_SRC_00194,true_recurrence,none,False
SYN_MEDIUM_FALSE_00194_00,medium,candidate,B0008,Département de la Vendée,NAME:vendee,hébergement cloud et infogérance de plateformes numériques dans le cadre d'un accord-cadre,72700000,Cloud & Infrastructure,hébergement cloud,2026-06-02,,1,,0,SYN_MEDIUM_SRC_00194,false_candidate_same_buyer,false_candidate,False
SYN_MEDIUM_SRC_00195,medium,source,B0171,SDIS 85 171,NAME:sdis 85 171,"prestations d'audit de sécurité du système d'information incluant support, formation et maintenance",72810000,Cybersecurity,audit sécurité SI,2020-12-05,,1,2024-12-05,1,SYN_MEDIUM_SRC_00195,source,missing_duration,False
SYN_MEDIUM_TRUE_00195,medium,candidate,B0171,SDIS 85 171,NAME:sdis 85 171,prestations informatiques,72810000,Cybersecurity,audit sécurité SI,2024-10-30,,1,,0,SYN_MEDIUM_SRC_00195,true_recurrence,object_shortening,False
SYN_MEDIUM_FALSE_00195_00,medium,candidate,B0067,SEMITAN 067,NAME:semitan 067,services de télécommunications fixes et mobiles avec prestations associées,32500000,Telecom & Networks,télécommunications,2024-12-26,,1,,0,,false_candidate_other_buyer,different_buyer_similar_object|false_candidate|near_expected_end_wrong_need,False
SYN_MEDIUM_FALSE_00195_01,medium,candidate,B0017,La Roche-sur-Yon Agglomération,NAME:roche sur yon agglomeration,mise en place d'une solution de reporting et tableaux de bord,72310000,Data / BI / Cartography,data BI cartographie,2025-01-16,,1,,0,,false_candidate_other_buyer,different_buyer_similar_object|false_candidate|near_expected_end_wrong_need,False
SYN_MEDIUM_SRC_00196,medium,source,B0260,Angers Loire Métropole 260,NAME:angers loire 260,maintenance du logiciel métier marchés publics,48000000,Software & Applications,maintenance logiciel métier,2021-06-25,,1,2025-06-25,1,SYN_MEDIUM_SRC_00196,source,missing_duration,False
SYN_MEDIUM_TRUE_00196,medium,candidate,B0260,Angers Loire Métropole 260,NAME:angers loire 260,prestations de maintenance corrective et évolutive du progiciel marchés publics,48000000,Software & Applications,maintenance logiciel métier,2025-07-05,,1,,0,SYN_MEDIUM_SRC_00196,true_recurrence,none,False
SYN_MEDIUM_FALSE_00196_00,medium,candidate,B0260,Angers Loire Métropole 260,NAME:angers loire 260,"services de télécommunications fixes et mobiles incluant support, formation et maintenance",32500000,Telecom & Networks,télécommunications,2024-06-20,,1,,0,SYN_MEDIUM_SRC_00196,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need,False
SYN_MEDIUM_SRC_00197,medium,source,B0185,Nantes Métropole 185,NAME:nantes 185,infogérance de l'infrastructure informatique,72415000,Cloud & Infrastructure,infogérance infrastructure,2015-12-03,18.0,0,2017-06-02,0,SYN_MEDIUM_SRC_00197,source,none,False
SYN_MEDIUM_SRC_00198,medium,source,B0003,Département de Loire-Atlantique,NAME:loire atlantique,hébergement cloud et infogérance de plateformes numériques pour plusieurs sites,72415000,Cloud & Infrastructure,hébergement cloud,2018-11-25,24.0,0,2020-11-24,0,SYN_MEDIUM_SRC_00198,source,none,True
SYN_MEDIUM_FALSE_00198_00,medium,candidate,B0003,Département de Loire-Atlantique,NAME:loire atlantique,prestations d'audit de sécurité du système d'information et accompagnement au déploiement,72317000,Cloud & Infrastructure,audit sécurité SI,2020-05-18,,1,,0,SYN_MEDIUM_SRC_00198,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need|same_broad_category_wrong_need,True
SYN_MEDIUM_SRC_00199,medium,source,B0023,Ville de Nantes 023,NAME:nantes 023,abonnements opérateurs et accès internet pour les sites et accompagnement au déploiement,32420000,Telecom & Networks,télécommunications,2018-12-17,6.0,0,2019-06-17,0,SYN_MEDIUM_SRC_00199,source,none,False
SYN_MEDIUM_FALSE_00199_00,medium,candidate,B0023,Ville de Nantes 023,NAME:nantes 023,déploiement d'outils collaboratifs pour les agents et accompagnement au déploiement,32420000,Digital Workplace & Collaboration,poste de travail,2019-08-12,,1,,0,SYN_MEDIUM_SRC_00199,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need|same_or_generic_cpv_wrong_need,False
SYN_MEDIUM_SRC_00200,medium,source,B0017,La Roche-sur-Yon Agglomération,NAME:roche sur yon agglomeration,maintenance du logiciel métier marchés publics pour plusieurs sites,48311100,Software & Applications,maintenance logiciel métier,2020-08-05,48.0,0,2024-08-05,0,SYN_MEDIUM_SRC_00200,source,none,False
SYN_MEDIUM_FALSE_00200_00,medium,candidate,B0017,La Roche-sur-Yon Agglomération,NAME:roche sur yon agglomeration,licences bureautiques et services associés et accompagnement au déploiement,48311100,Digital Workplace & Collaboration,poste de travail,2024-09-06,,1,,0,SYN_MEDIUM_SRC_00200,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need|same_or_generic_cpv_wrong_need,False
SYN_MEDIUM_SRC_00201,medium,source,B0065,Conseil départemental de la Sarthe 065,NAME:departemental sarthe 065,solution collaborative et environnement de travail numérique pour les besoins des services,79512000,Digital Workplace & Collaboration,poste de travail,2016-12-05,6.0,0,2017-06-05,1,SYN_MEDIUM_SRC_00201,source,none,False
SYN_MEDIUM_TRUE_00201,medium,candidate,B0065,Conseil départemental de la Sarthe 065,NAME:departemental sarthe 065,solution collaborative et environnement de travail numérique,79512000,Digital Workplace & Collaboration,poste de travail,2017-08-28,,1,,0,SYN_MEDIUM_SRC_00201,true_recurrence,none,False
SYN_MEDIUM_FALSE_00201_00,medium,candidate,B0065,Conseil départemental de la Sarthe 065,NAME:departemental sarthe 065,prestations informatiques,32420000,Telecom & Networks,télécommunications,2019-06-05,,1,,0,SYN_MEDIUM_SRC_00201,false_candidate_same_buyer,false_candidate|generic_short_object,False
SYN_MEDIUM_SRC_00202,medium,source,B0143,Université d'Angers 143,NAME:d angers 143,solution collaborative et environnement de travail numérique dans le cadre d'un accord-cadre,48218000,Digital Workplace & Collaboration,poste de travail,2020-05-20,12.0,0,2021-05-20,1,SYN_MEDIUM_SRC_00202,source,none,False
SYN_MEDIUM_TRUE_00202,medium,candidate,B0143,Université d'Angers 143,NAME:d angers 143,solution collaborative et environnement de travail numérique dans le cadre d'un accord-cadre,48218000,Digital Workplace & Collaboration,poste de travail,2021-03-15,,1,,0,SYN_MEDIUM_SRC_00202,true_recurrence,none,False
SYN_MEDIUM_SRC_00203,medium,source,B0018,Vendée Eau,NAME:vendee eau,hébergement cloud et infogérance de plateformes numériques et accompagnement au déploiement,72317000,Cloud & Infrastructure,hébergement cloud,2015-08-10,48.0,0,2019-08-10,0,SYN_MEDIUM_SRC_00203,source,none,False
SYN_MEDIUM_FALSE_00203_00,medium,candidate,B0018,Vendée Eau,NAME:vendee eau,développement d'une application web documentaire dans le cadre d'un accord-cadre,72317000,IT Services & Consulting,développement application web,2019-08-17,,1,,0,SYN_MEDIUM_SRC_00203,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need|same_or_generic_cpv_wrong_need,False
SYN_MEDIUM_SRC_00204,medium,source,B0190,Ville du Mans 190,NAME:mans 190,développement d'une application web citoyenne pour les besoins des services,72224000,IT Services & Consulting,développement application web,2018-08-28,48.0,0,2022-08-28,0,SYN_MEDIUM_SRC_00204,source,none,False
SYN_MEDIUM_FALSE_00204_00,medium,candidate,B0190,Ville du Mans 190,NAME:mans 190,fourniture d'équipements réseau et prestations associées,72224000,IT Services & Consulting,équipements réseau,2021-06-15,,1,,0,SYN_MEDIUM_SRC_00204,false_candidate_same_buyer,false_candidate|same_broad_category_wrong_need,False
SYN_MEDIUM_FALSE_00204_01,medium,candidate,B0190,Ville du Mans 190,NAME:mans 190,prestations d'audit de sécurité du système d'information pour les besoins des services,48730000,Cybersecurity,audit sécurité SI,2022-03-14,,1,,0,SYN_MEDIUM_SRC_00204,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need,False
SYN_MEDIUM_SRC_00205,medium,source,B0058,Communauté de communes du Pays d'Ancenis 058,NAME:communes pays d ancenis 058,renouvellement des commutateurs et routeurs du réseau avec prestations associées,32500000,Telecom & Networks,équipements réseau,2018-06-20,,1,2022-06-20,1,SYN_MEDIUM_SRC_00205,source,missing_duration,False
SYN_MEDIUM_TRUE_00205,medium,candidate,B0058,Communauté de communes du Pays d'Ancenis 058,NAME:communes pays d ancenis 058,fourniture d'équipements réseau et prestations associées pour plusieurs sites,32500000,Telecom & Networks,équipements réseau,2022-06-15,,1,,0,SYN_MEDIUM_SRC_00205,true_recurrence,none,False
SYN_MEDIUM_SRC_00206,medium,source,B0015,Université de Nantes,NAME:nantes,prestations d'audit de sécurité du système d'information,79417000,Cybersecurity,audit sécurité SI,2017-01-31,24.0,0,2019-01-31,1,SYN_MEDIUM_SRC_00206,source,none,False
SYN_MEDIUM_TRUE_00206,medium,candidate,B0015,Université de Nantes,NAME:nantes,mission d'évaluation de la sécurité informatique,79417000,Cybersecurity,audit sécurité SI,2019-02-18,,1,,0,SYN_MEDIUM_SRC_00206,true_recurrence,none,False
SYN_MEDIUM_FALSE_00206_00,medium,candidate,B0169,Département de la Vendée 169,NAME:vendee 169,développement d'une application web collaborative,72200000,IT Services & Consulting,développement application web,2022-11-20,,1,,0,,false_candidate_other_buyer,different_buyer_similar_object|false_candidate,False
SYN_MEDIUM_FALSE_00206_01,medium,candidate,B0015,Université de Nantes,NAME:nantes,développement d'une application web citoyenne pour les besoins des services,,IT Services & Consulting,développement application web,2022-09-17,,1,,0,SYN_MEDIUM_SRC_00206,false_candidate_same_buyer,false_candidate|missing_cpv|same_or_generic_cpv_wrong_need,False
SYN_MEDIUM_SRC_00207,medium,source,B0039,Commune de Cholet 039,NAME:cholet 039,services de télécommunications fixes et mobiles pour plusieurs sites,32400000,Telecom & Networks,télécommunications,2016-02-09,48.0,0,2020-02-09,1,SYN_MEDIUM_SRC_00207,source,none,False
SYN_MEDIUM_TRUE_00207,medium,candidate,B0039,Commune de Cholet 039,NAME:cholet 039,liaisons télécoms et services de connectivité pour plusieurs sites,32400000,Telecom & Networks,télécommunications,2019-10-03,,1,,0,SYN_MEDIUM_SRC_00207,true_recurrence,none,False
SYN_MEDIUM_FALSE_00207_00,medium,candidate,B0286,SDIS 85 286,NAME:sdis 85 286,infogérance de l'infrastructure informatique avec prestations associées,72415000,Cloud & Infrastructure,infogérance infrastructure,2020-03-01,,1,,0,,false_candidate_other_buyer,different_buyer_similar_object|false_candidate|near_expected_end_wrong_need,False
SYN_MEDIUM_SRC_00208,medium,source,B0231,Nantes Métropole 231,NAME:nantes 231,solution collaborative et environnement de travail numérique avec prestations associées,72212218,Digital Workplace & Collaboration,poste de travail,2021-09-16,12.0,0,2022-09-16,1,SYN_MEDIUM_SRC_00208,source,none,False
SYN_MEDIUM_TRUE_00208,medium,candidate,B0231,Nantes Métropole 231,NAME:nantes 231,solution collaborative et environnement de travail numérique pour les besoins des services,72212218,Digital Workplace & Collaboration,poste de travail,2022-06-04,,1,,0,SYN_MEDIUM_SRC_00208,true_recurrence,none,False
SYN_MEDIUM_FALSE_00208_00,medium,candidate,B0231,Nantes Métropole 231,NAME:nantes 231,mise à disposition d'environnements cloud pour les applications dans le cadre d'un accord-cadre,72317000,Cloud & Infrastructure,hébergement cloud,2022-10-17,,1,,0,SYN_MEDIUM_SRC_00208,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need,False
SYN_MEDIUM_FALSE_00208_01,medium,candidate,B0066,Mairie de Laval 066,NAME:laval 066,prestations informatiques,72212218,Software & Applications,maintenance logiciel métier,2022-03-31,,1,,0,,false_candidate_other_buyer,different_buyer_similar_object|false_candidate|generic_short_object|near_expected_end_wrong_need|same_or_generic_cpv_wrong_need,False
SYN_MEDIUM_SRC_00209,medium,source,B0046,Ville de Nantes 046,NAME:nantes 046,développement d'une application web collaborative et accompagnement au déploiement,72224000,IT Services & Consulting,développement application web,2015-03-19,48.0,0,2019-03-19,1,SYN_MEDIUM_SRC_00209,source,none,False
SYN_MEDIUM_TRUE_00209,medium,candidate,B0046,Ville de Nantes 046,NAME:nantes 046,développement d'une application web de gestion pour les besoins des services,72224000,IT Services & Consulting,développement application web,2019-06-13,,1,,0,SYN_MEDIUM_SRC_00209,true_recurrence,none,False
SYN_MEDIUM_SRC_00210,medium,source,B0017,La Roche-sur-Yon Agglomération,NAME:roche sur yon agglomeration,hébergement cloud et infogérance de plateformes numériques,72415000,Cloud & Infrastructure,hébergement cloud,2016-12-22,72.0,0,2022-12-22,0,SYN_MEDIUM_SRC_00210,source,none,False
SYN_MEDIUM_FALSE_00210_00,medium,candidate,B0017,La Roche-sur-Yon Agglomération,NAME:roche sur yon agglomeration,"prestations data, BI et cartographie décisionnelle avec prestations associées",38221000,Data / BI / Cartography,data BI cartographie,2023-02-08,,1,,0,SYN_MEDIUM_SRC_00210,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need,False
SYN_MEDIUM_FALSE_00210_01,medium,candidate,B0017,La Roche-sur-Yon Agglomération,NAME:roche sur yon agglomeration,maintenance informatique,72415000,IT Services & Consulting,développement application web,2023-02-20,,1,,0,SYN_MEDIUM_SRC_00210,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need|same_or_generic_cpv_wrong_need,False
SYN_MEDIUM_SRC_00211,medium,source,B0131,Commune de Cholet 131,NAME:cholet 131,développement d'une application web documentaire dans le cadre d'un accord-cadre,72224000,IT Services & Consulting,développement application web,2019-09-30,12.0,0,2020-09-29,1,SYN_MEDIUM_SRC_00211,source,none,False
SYN_MEDIUM_TRUE_00211,medium,candidate,B0131,Commune de Cholet 131,NAME:cholet 131,développement d'une application web de gestion,72224000,IT Services & Consulting,développement application web,2020-10-11,,1,,0,SYN_MEDIUM_SRC_00211,true_recurrence,none,False
SYN_MEDIUM_FALSE_00211_00,medium,candidate,B0131,Commune de Cholet 131,NAME:cholet 131,hébergement cloud et infogérance de plateformes numériques,72224000,Cloud & Infrastructure,hébergement cloud,2021-01-17,,1,,0,SYN_MEDIUM_SRC_00211,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need|same_or_generic_cpv_wrong_need,False
SYN_MEDIUM_SRC_00212,medium,source,B0001,Nantes Métropole,NAME:nantes,solution collaborative et environnement de travail numérique pour plusieurs sites,48218000,Digital Workplace & Collaboration,poste de travail,2021-08-11,,1,2025-08-11,1,SYN_MEDIUM_SRC_00212,source,missing_duration,True
SYN_MEDIUM_TRUE_00212,medium,candidate,B0001,Nantes Métropole,NAME:nantes,solution collaborative et environnement de travail numérique et accompagnement au déploiement,48218000,Digital Workplace & Collaboration,poste de travail,2025-10-03,,1,,0,SYN_MEDIUM_SRC_00212,true_recurrence,none,True
SYN_MEDIUM_FALSE_00212_00,medium,candidate,B0002,Région Pays de la Loire,NAME:pays loire,fourniture d'équipements réseau et prestations associées pour plusieurs sites,48218000,Telecom & Networks,équipements réseau,2025-07-28,,1,,0,,false_candidate_other_buyer,different_buyer_similar_object|false_candidate|near_expected_end_wrong_need|same_or_generic_cpv_wrong_need,True
SYN_MEDIUM_FALSE_00212_01,medium,candidate,B0001,Nantes Métropole,NAME:nantes,maintenance du logiciel métier finances,48218000,Digital Workplace & Collaboration,maintenance logiciel métier,2025-03-26,,1,,0,SYN_MEDIUM_SRC_00212,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need|same_broad_category_wrong_need|same_or_generic_cpv_wrong_need,True
SYN_MEDIUM_SRC_00213,medium,source,B0084,Université de Nantes 084,NAME:nantes 084,assistance à maîtrise d'ouvrage numérique pour les besoins des services,71356300,AMOA numérique,AMOA numérique,2019-05-06,6.0,0,2019-11-04,1,SYN_MEDIUM_SRC_00213,source,none,False
SYN_MEDIUM_TRUE_00213,medium,candidate,B0084,Université de Nantes 084,NAME:nantes 084,"accompagnement AMOA pour le système d'information incluant support, formation et maintenance",71356300,AMOA numérique,AMOA numérique,2020-08-21,,1,,0,SYN_MEDIUM_SRC_00213,true_recurrence,timing_outlier,False
SYN_MEDIUM_FALSE_00213_00,medium,candidate,B0084,Université de Nantes 084,NAME:nantes 084,"infogérance de l'infrastructure informatique incluant support, formation et maintenance",48820000,Cloud & Infrastructure,infogérance infrastructure,2022-08-02,,1,,0,SYN_MEDIUM_SRC_00213,false_candidate_same_buyer,false_candidate,False
SYN_MEDIUM_SRC_00214,medium,source,B0146,Département de la Vendée 146,NAME:vendee 146,services de télécommunications fixes et mobiles et accompagnement au déploiement,64200000,Telecom & Networks,télécommunications,2017-07-26,,1,2021-07-26,1,SYN_MEDIUM_SRC_00214,source,missing_duration,False
SYN_MEDIUM_TRUE_00214,medium,candidate,B0146,Département de la Vendée 146,NAME:vendee 146,solution logicielle,64200000,Telecom & Networks,télécommunications,2021-01-13,,1,,0,SYN_MEDIUM_SRC_00214,true_recurrence,object_shortening,False
SYN_MEDIUM_FALSE_00214_00,medium,candidate,B0146,Département de la Vendée 146,NAME:vendee 146,maintenance du logiciel métier marchés publics dans le cadre d'un accord-cadre,72267100,Software & Applications,maintenance logiciel métier,2018-07-16,,1,,0,SYN_MEDIUM_SRC_00214,false_candidate_same_buyer,false_candidate,False
SYN_MEDIUM_SRC_00215,medium,source,B0142,CHU de Nantes 142 Service informatique,NAME:nantes 142,assistance à maîtrise d'ouvrage numérique pour plusieurs sites,79131000,AMOA numérique,AMOA numérique,2015-01-15,12.0,0,2016-01-15,1,SYN_MEDIUM_SRC_00215,source,legal_form_variation,False
SYN_MEDIUM_TRUE_00215,medium,candidate,B0142,CHU de Nantes 142,NAME:nantes 142,prestations de conseil et pilotage de projets digitaux avec prestations associées,79131000,AMOA numérique,AMOA numérique,2015-09-07,,1,,0,SYN_MEDIUM_SRC_00215,true_recurrence,none,False
SYN_MEDIUM_FALSE_00215_00,medium,candidate,B0142,CHU de Nantes 142,NAME:nantes 142,services de télécommunications fixes et mobiles,79131000,AMOA numérique,télécommunications,2015-09-27,,1,,0,SYN_MEDIUM_SRC_00215,false_candidate_same_buyer,false_candidate|same_broad_category_wrong_need,False
SYN_MEDIUM_SRC_00216,medium,source,B0004,CHU de Nantes,NAME:nantes,"assistance à maîtrise d'ouvrage numérique incluant support, formation et maintenance",71356300,AMOA numérique,AMOA numérique,2021-07-12,48.0,0,2025-07-12,0,SYN_MEDIUM_SRC_00216,source,none,True
SYN_MEDIUM_FALSE_00216_00,medium,candidate,B0004,CHU de Nantes,NAME:nantes,création d'un service en ligne et accompagnement technique dans le cadre d'un accord-cadre,71356300,IT Services & Consulting,développement application web,2025-08-04,,1,,0,SYN_MEDIUM_SRC_00216,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need|same_or_generic_cpv_wrong_need,True
SYN_MEDIUM_FALSE_00216_01,medium,candidate,B0004,CHU de Nantes,NAME:nantes,hébergement cloud,48820000,Cloud & Infrastructure,hébergement cloud,2025-08-25,,1,,0,SYN_MEDIUM_SRC_00216,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need,True
SYN_MEDIUM_SRC_00217,medium,source,B0002,Région Pays de la Loire,NAME:pays loire,"licences bureautiques et services associés incluant support, formation et maintenance",48218000,Digital Workplace & Collaboration,poste de travail,2016-02-14,24.0,0,2018-02-13,0,SYN_MEDIUM_SRC_00217,source,none,True
SYN_MEDIUM_FALSE_00217_00,medium,candidate,B0002,Région Pays de la Loire,NAME:pays loire,support et évolution de la solution applicative ressources humaines,72261000,Software & Applications,maintenance logiciel métier,2017-09-25,,1,,0,SYN_MEDIUM_SRC_00217,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need,True
SYN_MEDIUM_FALSE_00217_01,medium,candidate,B0002,Région Pays de la Loire,NAME:pays loire,prestations réseau voix données internet avec prestations associées,64200000,Telecom & Networks,télécommunications,2018-09-07,,1,,0,SYN_MEDIUM_SRC_00217,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need,True
SYN_MEDIUM_FALSE_00217_02,medium,candidate,B0008,Département de la Vendée,NAME:vendee,prestations informatiques,48000000,Software & Applications,maintenance logiciel métier,2018-07-23,,1,,0,,false_candidate_other_buyer,different_buyer_similar_object|false_candidate|generic_short_object|near_expected_end_wrong_need,False
SYN_MEDIUM_SRC_00218,medium,source,B0044,SEMITAN 044,NAME:semitan 044,exploitation et supervision des serveurs et réseaux pour les besoins des services,48820000,Cloud & Infrastructure,infogérance infrastructure,2018-11-11,6.0,0,2019-05-12,1,SYN_MEDIUM_SRC_00218,source,none,False
SYN_MEDIUM_TRUE_00218,medium,candidate,B0044,SEMITAN 044,NAME:semitan 044,"administration système, réseau et support d'exploitation incluant support, formation et maintenance",48820000,Cloud & Infrastructure,infogérance infrastructure,2019-03-19,,1,,0,SYN_MEDIUM_SRC_00218,true_recurrence,none,False
SYN_MEDIUM_FALSE_00218_00,medium,candidate,B0044,SEMITAN 044,NAME:semitan 044,assistance à maîtrise d'ouvrage numérique pour plusieurs sites,79411000,AMOA numérique,AMOA numérique,2020-01-01,,1,,0,SYN_MEDIUM_SRC_00218,false_candidate_same_buyer,false_candidate,False
SYN_MEDIUM_SRC_00219,medium,source,B0049,Département de Loire-Atlantique 049,NAME:loire atlantique 049,"prestations data, BI et cartographie décisionnelle",38221000,Data / BI / Cartography,data BI cartographie,2018-01-19,36.0,0,2021-01-18,1,SYN_MEDIUM_SRC_00219,source,none,False
SYN_MEDIUM_TRUE_00219,medium,candidate,B0049,Département de Loire-Atlantique 049,NAME:loire atlantique 049,services numériques,38221000,Data / BI / Cartography,data BI cartographie,2021-05-10,,1,,0,SYN_MEDIUM_SRC_00219,true_recurrence,object_shortening,False
SYN_MEDIUM_SRC_00220,medium,source,B0008,Département de la Vendée,NAME:vendee,prestations d'audit de sécurité du système d'information,79417000,Cybersecurity,audit sécurité SI,2020-12-30,48.0,0,2024-12-30,0,SYN_MEDIUM_SRC_00220,source,none,False
SYN_MEDIUM_SRC_00221,medium,source,B0006,Ville du Mans,NAME:mans,hébergement cloud et infogérance de plateformes numériques dans le cadre d'un accord-cadre,72514000,Cloud & Infrastructure,hébergement cloud,2018-02-06,24.0,0,2020-02-06,0,SYN_MEDIUM_SRC_00221,source,none,True
SYN_MEDIUM_FALSE_00221_00,medium,candidate,B0149,Ville de Saint-Nazaire 149,NAME:saint nazaire 149,infogérance de l'infrastructure informatique pour les besoins des services,72514000,Cloud & Infrastructure,infogérance infrastructure,2019-10-31,,1,,0,,false_candidate_other_buyer,different_buyer_similar_object|false_candidate|near_expected_end_wrong_need|same_or_generic_cpv_wrong_need,False
SYN_MEDIUM_SRC_00222,medium,source,B0132,La Roche-sur-Yon Agglomération 132,NAME:roche sur yon agglomeration 132,maintenance du logiciel métier ressources humaines,48450000,Software & Applications,maintenance logiciel métier,2019-12-13,12.0,0,2020-12-12,1,SYN_MEDIUM_SRC_00222,source,none,False
SYN_MEDIUM_TRUE_00222,medium,candidate,B0132,La Roche-sur-Yon Agglomération 132,NAME:roche sur yon agglomeration 132,support et évolution de la solution applicative patrimoine pour les besoins des services,48450000,Software & Applications,maintenance logiciel métier,2020-11-22,,1,,0,SYN_MEDIUM_SRC_00222,true_recurrence,none,False
SYN_MEDIUM_SRC_00223,medium,source,B0074,Université d'Angers 074,NAME:d angers 074,maintenance informatique,72514000,Cloud & Infrastructure,infogérance infrastructure,2019-04-25,,1,2023-04-25,1,SYN_MEDIUM_SRC_00223,source,missing_duration,False
SYN_MEDIUM_TRUE_00223,medium,candidate,B0074,Université d'Angers 074,NAME:d angers 074,"administration système, réseau et support d'exploitation",72514000,Cloud & Infrastructure,infogérance infrastructure,2021-12-29,,1,,0,SYN_MEDIUM_SRC_00223,true_recurrence,timing_outlier,False
SYN_MEDIUM_FALSE_00223_00,medium,candidate,B0074,Univ. d'Angers 074,NAME:univ d angers 074,développement d'une application web citoyenne,72514000,IT Services & Consulting,développement application web,2023-07-04,,1,,0,SYN_MEDIUM_SRC_00223,false_candidate_same_buyer,buyer_abbreviation|false_candidate|legal_form_variation|near_expected_end_wrong_need|same_or_generic_cpv_wrong_need,False
SYN_MEDIUM_FALSE_00223_01,medium,candidate,B0074,Université d'Angers 074,NAME:d angers 074,développement d'une application web collaborative avec prestations associées,72514000,IT Services & Consulting,développement application web,2023-04-24,,1,,0,SYN_MEDIUM_SRC_00223,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need|same_or_generic_cpv_wrong_need,False
SYN_MEDIUM_SRC_00224,medium,source,B0000,Ville de Nantes,NAME:nantes,"prestations data, BI et cartographie décisionnelle dans le cadre d'un accord-cadre",72212326,Data / BI / Cartography,data BI cartographie,2016-03-21,48.0,0,2020-03-21,1,SYN_MEDIUM_SRC_00224,source,none,True
SYN_MEDIUM_TRUE_00224,medium,candidate,B0000,Ville de Nantes,NAME:nantes,mise en place d'une solution de reporting et tableaux de bord et accompagnement au déploiement,72212326,Data / BI / Cartography,data BI cartographie,2020-07-28,,1,,0,SYN_MEDIUM_SRC_00224,true_recurrence,timing_outlier,True
SYN_MEDIUM_SRC_00225,medium,source,B0006,Ville du Mans,NAME:mans,hébergement cloud et infogérance de plateformes numériques avec prestations associées,72514000,Cloud & Infrastructure,hébergement cloud,2021-05-25,,1,2025-05-25,0,SYN_MEDIUM_SRC_00225,source,missing_duration,True
